title,model,field_published_stock_code,field_product_type,field_product_category,field_original_publication_date,field_published_in_us,field_published_in_mexico,field_published_in_india,field_published_in_china,field_published_in_uk,field_published_in_germany,field_published_in_italy,field_published_in_spain,field_published_in_france,field_revision,field_outside_dia_bd_spe_in,field_outside_dia_in,field_outside_dia_mm,field_outside_dia_cm,field_out_dia_tol_bld_spc_in,field_out_dia_tol_in,field_out_dia_tol_mm,field_out_dia_tol_cm,field_rod_dia_bd_spe_in,field_rod_dia_in,field_rod_dia_mm,field_rod_dia_cm,field_rod_dia_tole_bd_spe_in,field_rod_dia_tole_in,field_rod_dia_tole_mm,field_rod_dia_tole_cm,field_material,field_material_short_description,field_finish,field_spring_type,field_material_specification,field_inside_dia_bd_spe_in,field_inside_dia_in,field_inside_dia_mm,field_inside_dia_cm,field_ins_dia_tol_bld_spec_in,field_field_inside_dia_tol_in,field_field_inside_dia_tol_mm,field_field_inside_dia_tol_cm,field_thickness_build_spec_in,field_thickness_in,field_thickness_mm,field_thickness_cm,field_thickness_tol_build_spe_in,field_thickness_tolerance_in,field_thickness_tolerance_mm,field_thickness_tolerance_cm,field_cal_load_flat_bld_spc_in,field_calculated_load_at_flat_lb,field_calculated_load_at_flat_n,field_calculated_load_at_flat_kg,field_calculated_load_at_flat_gm,field_free_height_build_spec_in,field_free_height_in,field_free_height_mm,field_free_height_cm,field_free_height_tol_bld_in,field_free_height_tolerance_in,field_free_height_tolerance_mm,field_free_height_tolerance_cm,field_bolt_size_imperial,field_bolt_size_metric,field_weight_per_item_lb
250-024-500,250-024-500,250024500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.024,0.024,0.61,0.061,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,139.253,139.3,619.4,63.2,63165.2,0.038,0.038,0.97,0.097,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.001053
250-024-591,250-024-591,250024591,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15.01,1.501,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.024,0.024,0.61,0.061,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,112.8,112.8,501.8,51.2,51166.1,0.041,0.041,1.04,0.104,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.001611
250-025-500,250-025-500,250025500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.025,0.025,0.64,0.064,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,157.395,157.4,700.1,71.4,71394.4,0.039,0.039,0.99,0.099,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.001097
250-025-750,250-025-750,250025750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.025,0.025,0.64,0.064,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,106.913,106.9,475.6,48.5,48495.7,0.049,0.049,1.24,0.124,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.002926
250-028-591,250-028-591,250028591,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.591,0.591,15.01,1.501,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,158.1,158.1,703.3,71.7,71714.2,0.043,0.043,1.09,0.109,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.001879
250-032-637,250-032-637,250032637,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.637,0.637,16.18,1.618,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.032,0.032,0.81,0.081,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,212.4,212.4,944.8,96.3,96344.6,0.048,0.048,1.22,0.122,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.002571
250-036-750,250-036-750,250036750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.036,0.036,0.91,0.091,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,239.4,239.4,1064.9,108.6,108591.8,0.054,0.054,1.37,0.137,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.004213
250-038-500,250-038-500,250038500,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.5,0.5,12.7,1.27,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.038,0.038,0.97,0.097,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,355.333,355.3,1580.6,161.2,161179,0.047,0.047,1.19,0.119,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.001668
250-042-562,250-042-562,250042562,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.562,0.562,14.27,1.427,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.042,0.042,1.07,0.107,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,519.978,520,2313,235.9,235862,0.055,0.055,1.4,0.14,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.00249
250-050-875,250-050-875,250050875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,416.1,416.1,1850.9,188.7,188743,0.066,0.066,1.68,0.168,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.008228
250-052-687,250-052-687,250052687,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.687,0.687,17.45,1.745,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,820.898,820.9,3651.5,372.4,372359.3,0.069,0.069,1.75,0.175,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.004983
250-052-750,250-052-750,250052750,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.75,0.75,19.05,1.905,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,521.14,521.1,2318.1,236.4,236389.1,0.065,0.065,1.65,0.165,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,1/4,M6,0.006085
250-061-812,250-061-812,250061812,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.812,0.812,20.62,2.062,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.061,0.061,1.55,0.155,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1263.3,1263.3,5619.4,573,573032.9,0.084,0.084,2.13,0.213,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/4,M6,0.008521
250-070-937,250-070-937,250070937,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.937,0.937,23.8,2.38,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.07,0.07,1.78,0.178,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1868.848,1868.8,8313.1,847.7,847709.5,0.1,0.1,2.54,0.254,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,1/4,M6,0.01336
250-075-875,250-075-875,250075875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.25,0.25,6.35,0.635,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.25,0.25,6.35,0.635,Minimum,Minimum,Minimum,Minimum,0.075,0.075,1.91,0.191,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,965.6,965.6,4295.2,438,437996.2,0.086,0.086,2.18,0.218,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,1/4,M6,0.012342
283-014-551,283-014-551,283014551,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.551,0.551,14,1.4,Maximum,Maximum,Maximum,Maximum,0.281,0.281,7.14,0.714,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.283,0.283,7.19,0.719,Minimum,Minimum,Minimum,Minimum,0.014,0.014,0.36,0.036,+/-0.001,+/-0.001,+/-0.025,+/-0.0025,28.1,28.1,125,12.7,12746.2,0.031,0.031,0.79,0.079,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,9/32,M7,0.000732
283-020-551,283-020-551,283020551,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.551,0.551,14,1.4,Maximum,Maximum,Maximum,Maximum,0.281,0.281,7.14,0.714,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.283,0.283,7.19,0.719,Minimum,Minimum,Minimum,Minimum,0.02,0.02,0.51,0.051,+/-0.001,+/-0.001,+/-0.025,+/-0.0025,72.2,72.2,321.2,32.7,32749.9,0.035,0.035,0.89,0.089,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,9/32,M7,0.001046
283-031-551,283-031-551,283031551,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.551,0.551,14,1.4,Maximum,Maximum,Maximum,Maximum,0.281,0.281,7.14,0.714,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.283,0.283,7.19,0.719,Minimum,Minimum,Minimum,Minimum,0.031,0.031,0.79,0.079,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,215.2,215.2,957.3,97.6,97614.7,0.043,0.043,1.09,0.109,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,9/32,M7,0.001622
283-050-875,283-050-875,283050875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.281,0.281,7.14,0.714,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.283,0.283,7.19,0.719,Minimum,Minimum,Minimum,Minimum,0.05,0.05,1.27,0.127,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,417.9,417.9,1858.9,189.6,189559.4,0.066,0.066,1.68,0.168,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,9/32,M7,0.008022
283-075-875,283-075-875,283075875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.281,0.281,7.14,0.714,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.283,0.283,7.19,0.719,Minimum,Minimum,Minimum,Minimum,0.075,0.075,1.91,0.191,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,969.7,969.7,4313.4,439.9,439855.9,0.086,0.086,2.18,0.218,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,9/32,M7,0.012034
312-023-625,312-023-625,312023625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.023,0.023,0.58,0.058,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,78.369,78.4,348.6,35.5,35548.2,0.037,0.037,0.94,0.094,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.001579
312-024-625,312-024-625,312024625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.024,0.024,0.61,0.061,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,101.763,101.8,452.7,46.2,46159.7,0.04,0.04,1.02,0.102,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.001647
312-025-625,312-025-625,312025625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.025,0.025,0.64,0.064,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,122.209,122.2,543.6,55.4,55434,0.042,0.042,1.07,0.107,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.001716
312-028-625,312-028-625,312028625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,141.396,141.4,629,64.1,64137.2,0.042,0.042,1.07,0.107,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.001922
312-030-625,312-030-625,312030625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.03,0.03,0.76,0.076,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,173.911,173.9,773.6,78.9,78886,0.044,0.044,1.12,0.112,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.002059
312-030-937,312-030-937,312030937,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.937,0.937,23.8,2.38,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.03,0.03,0.76,0.076,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,147.941,147.9,658.1,67.1,67106,0.06,0.06,1.52,0.152,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.005481
312-031-625,312-031-625,312031625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.031,0.031,0.79,0.079,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,233.007,233,1036.5,105.7,105692,0.048,0.048,1.22,0.122,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.002128
312-040-875,312-040-875,312040875,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.875,0.875,22.23,2.223,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.04,0.04,1.02,0.102,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,229.647,229.6,1021.5,104.2,104167.9,0.057,0.057,1.45,0.145,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.006256
312-045-937,312-045-937,312045937,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.937,0.937,23.8,2.38,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.045,0.045,1.14,0.114,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,366.153,366.2,1628.7,166.1,166087,0.067,0.067,1.7,0.17,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.008222
312-047-625,312-047-625,312047625,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.625,0.625,15.88,1.588,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.047,0.047,1.19,0.119,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,573.205,573.2,2549.7,260,260005.8,0.059,0.059,1.5,0.15,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.003226
312-052-687,312-052-687,312052687,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.687,0.687,17.45,1.745,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.052,0.052,1.32,0.132,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,819.262,819.3,3644.3,371.6,371617.2,0.068,0.068,1.73,0.173,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.004559
312-070-937,312-070-937,312070937,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.937,0.937,23.8,2.38,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.07,0.07,1.78,0.178,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,1503.516,1503.5,6688,682,681994.9,0.094,0.094,2.39,0.239,+/-0.007,+/-0.007,+/-0.178,+/-0.0178,5/16,M7,0.012789
312-080-1000,312-080-1000,3120801000,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,1,1,25.4,2.54,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.312,0.312,7.92,0.792,Minimum,Minimum,Minimum,Minimum,0.08,0.08,2.03,0.203,+/-0.003,+/-0.003,+/-0.076,+/-0.0076,2533.871,2533.9,11271.2,1149.4,1149363.9,0.111,0.111,2.82,0.282,+/-0.01,+/-0.01,+/-0.254,+/-0.0254,5/16,M7,0.016901
323-020-709,323-020-709,323020709,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.709,0.709,18.01,1.801,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.02,0.02,0.51,0.051,+/-0.001,+/-0.001,+/-0.025,+/-0.0025,63,63,280.2,28.6,28576.8,0.043,0.043,1.09,0.109,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.001865
323-028-709,323-028-709,323028709,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.709,0.709,18.01,1.801,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,157.8,157.8,701.9,71.6,71578.1,0.049,0.049,1.24,0.124,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.002611
323-028-787,323-028-787,323028787,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.787,0.787,19.99,1.999,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,147.3,147.3,655.2,66.8,66815.3,0.053,0.053,1.35,0.135,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.003375
323-028-906,323-028-906,323028906,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.906,0.906,23.01,2.301,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.028,0.028,0.71,0.071,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,134,134,596.1,60.8,60782.4,0.059,0.059,1.5,0.15,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.004696
323-031-709,323-031-709,323031709,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.709,0.709,18.01,1.801,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.031,0.031,0.79,0.079,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,204,204,907.4,92.5,92534.4,0.051,0.051,1.3,0.13,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.00289
323-035-787,323-035-787,323035787,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.787,0.787,19.99,1.999,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,253.1,253.1,1125.8,114.8,114806.2,0.057,0.057,1.45,0.145,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.004219
323-035-906,323-035-906,323035906,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.906,0.906,23.01,2.301,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.035,0.035,0.89,0.089,+/-0.0015,+/-0.0015,+/-0.038,+/-0.0038,236.3,236.3,1051.1,107.2,107185.7,0.063,0.063,1.6,0.16,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.005869
323-039-709,323-039-709,323039709,Compression Spring,Stock,,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,NR,0.709,0.709,18.01,1.801,Maximum,Maximum,Maximum,Maximum,0.312,0.312,7.92,0.792,,,,,Stainless Steel,SS,Passivate per ASTM A967,61,ASTM A666/AMS 5906,0.323,0.323,8.2,0.82,Minimum,Minimum,Minimum,Minimum,0.039,0.039,0.99,0.099,+/-0.0025,+/-0.0025,+/-0.064,+/-0.0064,324.9,324.9,1445.2,147.4,147374.6,0.055,0.055,1.4,0.14,+/-0.005,+/-0.005,+/-0.127,+/-0.0127,5/16,M7,0.003636
